training_id,employee_id,training_name,category,training_hours,start_date,completion_date,completion_status,assessment_score
TRN0290,EMP056,AI/ML 기초,Technical,32,2024-05-13,2024-05-29,수료,79.7
TRN0291,EMP056,AI/ML 실무,Technical,40,2023-07-10,2023-07-30,수료,84.3
TRN0292,EMP057,클라우드 컴퓨팅,Technical,24,2020-09-22,2020-10-04,수료,73.8
TRN0293,EMP057,디자인 씽킹,Soft Skill,16,2017-12-21,2017-12-29,수료,91.4
TRN0294,EMP057,프레젠테이션 스킬,Soft Skill,8,2018-01-07,2018-01-11,수료,89.5
TRN0295,EMP057,효과적인 커뮤니케이션,Soft Skill,8,2020-03-16,2020-03-20,수료,82.0
TRN0296,EMP058,리더십 심화,Leadership,20,2023-10-06,2023-10-16,수료,76.2
TRN0297,EMP058,개인정보보호,Compliance,4,2024-05-05,2024-05-07,수료,99.4
TRN0298,EMP058,프레젠테이션 스킬,Soft Skill,8,2024-04-10,2024-04-14,수료,86.3
TRN0299,EMP058,정보보안,Compliance,8,2023-05-07,2023-05-11,수료,90.1
TRN0300,EMP059,클라우드 컴퓨팅,Technical,24,2020-05-20,2020-06-01,수료,82.2
TRN0301,EMP059,SQL 데이터베이스,Technical,16,2022-10-02,2022-10-10,수료,94.4
TRN0302,EMP059,디자인 씽킹,Soft Skill,16,2023-09-21,2023-09-29,수료,79.8
TRN0303,EMP059,프레젠테이션 스킬,Soft Skill,8,2023-01-05,2023-01-09,수료,72.7
TRN0304,EMP059,프로젝트 관리 실무,Management,20,2023-12-24,2024-01-03,수료,87.4
TRN0305,EMP059,Python 심화,Technical,24,2023-08-19,2023-08-31,수료,70.0
TRN0306,EMP059,리더십 심화,Leadership,20,2020-03-21,2020-03-31,수료,83.6
TRN0307,EMP060,AI/ML 실무,Technical,40,2023-12-08,2023-12-28,수료,96.3
TRN0308,EMP060,디자인 씽킹,Soft Skill,16,2024-01-30,2024-02-07,수료,97.4
TRN0309,EMP061,문제해결 기법,Soft Skill,12,2019-04-20,2019-04-26,수료,85.3
TRN0310,EMP061,AI/ML 기초,Technical,32,2024-01-03,2024-01-19,수료,78.8
TRN0311,EMP061,데이터 분석 실무,Technical,24,2021-04-29,2021-05-11,수료,99.0
TRN0312,EMP061,애자일 방법론,Management,16,2019-04-05,2019-04-13,수료,94.6
TRN0313,EMP062,SQL 데이터베이스,Technical,16,2023-05-29,2023-06-06,수료,91.1
TRN0314,EMP062,애자일 방법론,Management,16,2023-12-01,2023-12-09,수료,91.4
TRN0315,EMP063,AI/ML 실무,Technical,40,2022-08-16,2022-09-05,수료,86.7
TRN0316,EMP063,문제해결 기법,Soft Skill,12,2023-08-28,2023-09-03,수료,95.2
TRN0317,EMP063,리더십 기본,Leadership,16,2021-09-21,2021-09-29,수료,96.2
TRN0318,EMP063,협업 스킬 향상,Soft Skill,8,2021-08-23,2021-08-27,수료,72.2
TRN0319,EMP063,데이터 분석 실무,Technical,24,2021-05-03,2021-05-15,수료,96.5
TRN0320,EMP064,문제해결 기법,Soft Skill,12,2022-03-22,2022-03-28,수료,90.9
TRN0321,EMP064,효과적인 커뮤니케이션,Soft Skill,8,2021-11-18,2021-11-22,수료,83.6
TRN0322,EMP064,데이터 분석 실무,Technical,24,2021-11-12,2021-11-24,수료,83.5
TRN0323,EMP064,클라우드 컴퓨팅,Technical,24,2021-02-03,2021-02-15,수료,82.7
TRN0324,EMP064,협업 스킬 향상,Soft Skill,8,2017-03-11,2017-03-15,수료,95.4
TRN0325,EMP064,AI/ML 실무,Technical,40,2019-10-06,2019-10-26,수료,78.1
TRN0326,EMP064,리더십 기본,Leadership,16,2023-03-27,2023-04-04,수료,71.0
TRN0327,EMP065,클라우드 컴퓨팅,Technical,24,2020-07-27,2020-08-08,수료,98.9
TRN0328,EMP065,AI/ML 기초,Technical,32,2020-05-20,2020-06-05,수료,91.9
TRN0329,EMP066,프로젝트 관리 실무,Management,20,2024-02-24,2024-03-05,수료,96.7
TRN0330,EMP066,디자인 씽킹,Soft Skill,16,2023-07-20,2023-07-28,수료,88.9
TRN0331,EMP067,데이터 분석 실무,Technical,24,2023-04-21,2023-05-03,수료,97.2
TRN0332,EMP067,애자일 방법론,Management,16,2024-06-24,2024-07-02,수료,82.6
TRN0333,EMP067,Python 심화,Technical,24,2021-05-07,2021-05-19,수료,71.1
TRN0334,EMP067,디자인 씽킹,Soft Skill,16,2024-09-29,2024-10-07,수료,91.8
TRN0335,EMP067,프레젠테이션 스킬,Soft Skill,8,2024-05-13,2024-05-17,수료,88.9
TRN0336,EMP067,프로젝트 관리 실무,Management,20,2024-07-12,2024-07-22,수료,71.5
TRN0337,EMP067,Python 기초,Technical,16,2021-04-26,2021-05-04,수료,88.7
TRN0338,EMP068,클라우드 컴퓨팅,Technical,24,2019-09-03,2019-09-15,수료,78.3
TRN0339,EMP068,데이터 분석 실무,Technical,24,2020-04-18,2020-04-30,수료,78.3
TRN0340,EMP068,효과적인 커뮤니케이션,Soft Skill,8,2021-09-10,2021-09-14,수료,73.3
TRN0341,EMP068,프로젝트 관리 실무,Management,20,2020-10-08,2020-10-18,수료,92.2
TRN0342,EMP069,디자인 씽킹,Soft Skill,16,2023-10-04,2023-10-12,수료,94.0
TRN0343,EMP069,AI/ML 기초,Technical,32,2023-03-10,2023-03-26,수료,72.5
TRN0344,EMP069,프레젠테이션 스킬,Soft Skill,8,2023-07-03,2023-07-07,수료,94.7
TRN0345,EMP069,효과적인 커뮤니케이션,Soft Skill,8,2024-06-26,2024-06-30,수료,82.4
TRN0346,EMP070,리더십 심화,Leadership,20,2024-02-01,2024-02-11,수료,71.6
TRN0347,EMP070,디자인 씽킹,Soft Skill,16,2021-06-14,2021-06-22,수료,73.5
TRN0348,EMP070,프레젠테이션 스킬,Soft Skill,8,2020-11-28,2020-12-02,수료,84.3
TRN0349,EMP070,SQL 데이터베이스,Technical,16,2022-08-22,2022-08-30,수료,92.6
TRN0350,EMP070,애자일 방법론,Management,16,2022-12-15,2022-12-23,수료,90.5
TRN0351,EMP071,클라우드 컴퓨팅,Technical,24,2023-12-24,2024-01-05,수료,97.8
TRN0352,EMP071,프로젝트 관리 실무,Management,20,2024-02-20,2024-03-01,수료,79.5
TRN0353,EMP071,효과적인 커뮤니케이션,Soft Skill,8,2019-07-26,2019-07-30,수료,85.9
TRN0354,EMP071,정보보안,Compliance,8,2023-01-27,2023-01-31,미수료,83.0
TRN0355,EMP071,문제해결 기법,Soft Skill,12,2022-02-28,2022-03-06,수료,78.0
TRN0356,EMP072,프로젝트 관리 실무,Management,20,2024-01-19,2024-01-29,수료,92.5
TRN0357,EMP072,AI/ML 실무,Technical,40,2021-01-24,2021-02-13,수료,90.3
TRN0358,EMP073,협업 스킬 향상,Soft Skill,8,2024-03-11,2024-03-15,수료,82.3
TRN0359,EMP073,Python 기초,Technical,16,2023-05-02,2023-05-10,수료,83.4
TRN0360,EMP073,정보보안,Compliance,8,2022-06-23,2022-06-27,수료,77.6
TRN0361,EMP074,Python 기초,Technical,16,2017-05-26,2017-06-03,수료,89.7
TRN0362,EMP074,데이터 분석 실무,Technical,24,2019-03-13,2019-03-25,미수료,89.1
TRN0363,EMP075,SQL 데이터베이스,Technical,16,2020-06-10,2020-06-18,수료,90.9
TRN0364,EMP075,데이터 분석 실무,Technical,24,2021-03-18,2021-03-30,수료,89.8
TRN0365,EMP075,효과적인 커뮤니케이션,Soft Skill,8,2019-03-22,2019-03-26,수료,97.7
TRN0366,EMP075,리더십 기본,Leadership,16,2021-06-21,2021-06-29,수료,90.8
TRN0367,EMP075,협업 스킬 향상,Soft Skill,8,2021-12-30,2022-01-03,수료,93.4
TRN0368,EMP075,AI/ML 실무,Technical,40,2021-06-24,2021-07-14,수료,81.5
TRN0369,EMP075,문제해결 기법,Soft Skill,12,2022-02-06,2022-02-12,미수료,77.7
TRN0370,EMP076,프로젝트 관리 실무,Management,20,2024-06-11,2024-06-21,미수료,76.0
TRN0371,EMP076,프레젠테이션 스킬,Soft Skill,8,2024-03-02,2024-03-06,수료,84.8
TRN0372,EMP076,디자인 씽킹,Soft Skill,16,2023-06-21,2023-06-29,수료,82.9
TRN0373,EMP076,Python 심화,Technical,24,2024-10-14,2024-10-26,수료,97.4
TRN0374,EMP077,프로젝트 관리 실무,Management,20,2023-11-21,2023-12-01,수료,87.1
TRN0375,EMP077,SQL 데이터베이스,Technical,16,2024-03-11,2024-03-19,수료,70.6
TRN0376,EMP078,효과적인 커뮤니케이션,Soft Skill,8,2022-02-02,2022-02-06,수료,79.9
TRN0377,EMP078,Python 기초,Technical,16,2023-06-28,2023-07-06,수료,85.5
TRN0378,EMP078,Python 심화,Technical,24,2024-08-08,2024-08-20,수료,82.1
TRN0379,EMP078,협업 스킬 향상,Soft Skill,8,2019-11-21,2019-11-25,수료,70.1
TRN0380,EMP078,리더십 기본,Leadership,16,2024-07-04,2024-07-12,수료,86.1
TRN0381,EMP079,협업 스킬 향상,Soft Skill,8,2024-04-11,2024-04-15,미수료,89.4
TRN0382,EMP079,애자일 방법론,Management,16,2021-04-14,2021-04-22,수료,98.8
TRN0383,EMP079,AI/ML 실무,Technical,40,2018-02-02,2018-02-22,수료,92.8
TRN0384,EMP079,Python 기초,Technical,16,2020-06-09,2020-06-17,수료,75.3
TRN0385,EMP080,AI/ML 실무,Technical,40,2019-10-10,2019-10-30,수료,96.9
TRN0386,EMP080,리더십 기본,Leadership,16,2023-06-30,2023-07-08,수료,84.6
TRN0387,EMP081,디자인 씽킹,Soft Skill,16,2023-06-06,2023-06-14,수료,81.7
TRN0388,EMP081,리더십 기본,Leadership,16,2022-11-04,2022-11-12,수료,85.0
TRN0389,EMP081,효과적인 커뮤니케이션,Soft Skill,8,2021-10-26,2021-10-30,미수료,70.5
TRN0390,EMP081,Python 기초,Technical,16,2020-08-01,2020-08-09,수료,93.6
TRN0391,EMP081,SQL 데이터베이스,Technical,16,2017-04-05,2017-04-13,수료,76.4
TRN0392,EMP081,개인정보보호,Compliance,4,2024-02-11,2024-02-13,수료,83.8
TRN0393,EMP081,AI/ML 기초,Technical,32,2024-05-20,2024-06-05,수료,86.1
TRN0394,EMP084,리더십 심화,Leadership,20,2023-08-16,2023-08-26,수료,97.2
TRN0395,EMP084,데이터 분석 실무,Technical,24,2023-07-11,2023-07-23,수료,91.0
TRN0396,EMP084,Python 심화,Technical,24,2022-02-26,2022-03-10,수료,89.0
TRN0397,EMP084,AI/ML 기초,Technical,32,2024-04-29,2024-05-15,수료,93.8
TRN0398,EMP084,정보보안,Compliance,8,2023-01-26,2023-01-30,수료,95.1
TRN0399,EMP084,개인정보보호,Compliance,4,2021-12-20,2021-12-22,수료,73.2
TRN0400,EMP085,리더십 심화,Leadership,20,2024-05-01,2024-05-11,수료,92.1
TRN0401,EMP085,데이터 분석 실무,Technical,24,2022-01-14,2022-01-26,수료,99.3
TRN0402,EMP085,리더십 기본,Leadership,16,2023-01-05,2023-01-13,수료,79.6
TRN0403,EMP085,클라우드 컴퓨팅,Technical,24,2024-03-25,2024-04-06,수료,71.4
TRN0404,EMP085,프레젠테이션 스킬,Soft Skill,8,2020-10-03,2020-10-07,수료,73.6
TRN0405,EMP086,문제해결 기법,Soft Skill,12,2024-01-05,2024-01-11,수료,77.3
TRN0406,EMP086,프레젠테이션 스킬,Soft Skill,8,2024-02-03,2024-02-07,수료,73.0
TRN0407,EMP086,AI/ML 기초,Technical,32,2024-03-06,2024-03-22,수료,74.7
TRN0408,EMP087,데이터 분석 실무,Technical,24,2023-04-24,2023-05-06,수료,96.6
TRN0409,EMP087,Python 기초,Technical,16,2020-01-20,2020-01-28,수료,93.8
TRN0410,EMP087,정보보안,Compliance,8,2020-09-21,2020-09-25,수료,76.2
TRN0411,EMP087,개인정보보호,Compliance,4,2022-07-24,2022-07-26,수료,83.5
TRN0412,EMP087,Python 심화,Technical,24,2018-01-25,2018-02-06,수료,88.3
TRN0413,EMP088,프레젠테이션 스킬,Soft Skill,8,2023-03-15,2023-03-19,미수료,88.8
TRN0414,EMP088,클라우드 컴퓨팅,Technical,24,2024-02-27,2024-03-10,수료,82.6
TRN0415,EMP089,리더십 심화,Leadership,20,2022-08-28,2022-09-07,수료,99.6
TRN0416,EMP089,리더십 기본,Leadership,16,2023-01-24,2023-02-01,수료,93.1
TRN0417,EMP089,SQL 데이터베이스,Technical,16,2023-06-29,2023-07-07,수료,71.6
TRN0418,EMP089,프로젝트 관리 실무,Management,20,2021-12-16,2021-12-26,수료,90.6
TRN0419,EMP089,Python 심화,Technical,24,2024-05-10,2024-05-22,수료,84.9
TRN0420,EMP089,애자일 방법론,Management,16,2022-02-02,2022-02-10,수료,71.3
TRN0421,EMP090,AI/ML 기초,Technical,32,2023-07-28,2023-08-13,수료,80.0
TRN0422,EMP090,애자일 방법론,Management,16,2023-11-30,2023-12-08,수료,92.2
TRN0423,EMP091,프레젠테이션 스킬,Soft Skill,8,2016-01-23,2016-01-27,수료,91.6
TRN0424,EMP091,개인정보보호,Compliance,4,2021-11-29,2021-12-01,수료,82.6
TRN0425,EMP091,Python 기초,Technical,16,2023-08-24,2023-09-01,수료,79.8
TRN0426,EMP091,리더십 심화,Leadership,20,2024-01-01,2024-01-11,수료,76.8
TRN0427,EMP091,프로젝트 관리 실무,Management,20,2017-12-04,2017-12-14,수료,96.1
TRN0428,EMP091,Python 심화,Technical,24,2019-06-24,2019-07-06,수료,72.2
TRN0429,EMP094,클라우드 컴퓨팅,Technical,24,2022-09-08,2022-09-20,수료,81.2
TRN0430,EMP094,Python 심화,Technical,24,2022-09-19,2022-10-01,수료,89.0
TRN0431,EMP094,문제해결 기법,Soft Skill,12,2020-08-10,2020-08-16,수료,73.8
TRN0432,EMP094,데이터 분석 실무,Technical,24,2023-12-18,2023-12-30,수료,74.1
TRN0433,EMP094,SQL 데이터베이스,Technical,16,2022-10-21,2022-10-29,수료,75.1
TRN0434,EMP094,애자일 방법론,Management,16,2021-06-09,2021-06-17,수료,78.9
TRN0435,EMP095,프레젠테이션 스킬,Soft Skill,8,2022-12-16,2022-12-20,수료,84.7
TRN0436,EMP095,리더십 심화,Leadership,20,2022-05-30,2022-06-09,수료,95.1
TRN0437,EMP095,데이터 분석 실무,Technical,24,2022-08-02,2022-08-14,수료,82.8
TRN0438,EMP096,리더십 심화,Leadership,20,2023-05-07,2023-05-17,수료,82.5
TRN0439,EMP096,개인정보보호,Compliance,4,2020-05-18,2020-05-20,수료,84.1
TRN0440,EMP096,협업 스킬 향상,Soft Skill,8,2024-06-10,2024-06-14,수료,82.8
TRN0441,EMP096,리더십 기본,Leadership,16,2022-05-05,2022-05-13,수료,93.9
TRN0442,EMP096,애자일 방법론,Management,16,2024-09-26,2024-10-04,수료,84.9
TRN0443,EMP096,SQL 데이터베이스,Technical,16,2020-08-06,2020-08-14,수료,70.4
TRN0444,EMP096,문제해결 기법,Soft Skill,12,2024-03-26,2024-04-01,수료,76.5
TRN0445,EMP096,데이터 분석 실무,Technical,24,2022-02-21,2022-03-05,수료,89.4
TRN0446,EMP097,Python 기초,Technical,16,2023-12-27,2024-01-04,수료,91.1
TRN0447,EMP097,클라우드 컴퓨팅,Technical,24,2024-07-07,2024-07-19,수료,87.5
TRN0448,EMP100,디자인 씽킹,Soft Skill,16,2024-06-07,2024-06-15,수료,96.1
TRN0449,EMP100,효과적인 커뮤니케이션,Soft Skill,8,2024-07-07,2024-07-11,수료,70.0
TRN0450,EMP101,데이터 분석 실무,Technical,24,2021-05-19,2021-05-31,수료,88.4
TRN0451,EMP101,AI/ML 실무,Technical,40,2020-09-04,2020-09-24,수료,72.4
TRN0452,EMP101,협업 스킬 향상,Soft Skill,8,2022-02-13,2022-02-17,수료,71.6
TRN0453,EMP101,프로젝트 관리 실무,Management,20,2022-06-08,2022-06-18,수료,73.3
TRN0454,EMP101,Python 기초,Technical,16,2022-06-15,2022-06-23,수료,71.2
TRN0455,EMP101,효과적인 커뮤니케이션,Soft Skill,8,2022-06-18,2022-06-22,수료,86.8
TRN0456,EMP101,리더십 기본,Leadership,16,2019-02-08,2019-02-16,수료,93.2
TRN0457,EMP102,협업 스킬 향상,Soft Skill,8,2023-06-25,2023-06-29,수료,98.2
TRN0458,EMP102,리더십 심화,Leadership,20,2023-04-16,2023-04-26,수료,91.1
TRN0459,EMP102,SQL 데이터베이스,Technical,16,2023-10-10,2023-10-18,수료,76.8
TRN0460,EMP103,프로젝트 관리 실무,Management,20,2020-11-28,2020-12-08,수료,80.4
TRN0461,EMP103,정보보안,Compliance,8,2023-05-01,2023-05-05,수료,94.9
TRN0462,EMP103,문제해결 기법,Soft Skill,12,2023-03-29,2023-04-04,수료,90.3
TRN0463,EMP103,효과적인 커뮤니케이션,Soft Skill,8,2023-08-05,2023-08-09,수료,83.6
TRN0464,EMP104,데이터 분석 실무,Technical,24,2024-02-21,2024-03-04,수료,81.7
TRN0465,EMP104,리더십 기본,Leadership,16,2023-10-01,2023-10-09,수료,98.7
TRN0466,EMP105,프레젠테이션 스킬,Soft Skill,8,2020-06-16,2020-06-20,수료,84.9
TRN0467,EMP105,프로젝트 관리 실무,Management,20,2021-06-29,2021-07-09,수료,88.8
TRN0468,EMP106,문제해결 기법,Soft Skill,12,2021-04-22,2021-04-28,수료,89.3
TRN0469,EMP106,효과적인 커뮤니케이션,Soft Skill,8,2019-11-13,2019-11-17,수료,70.7
TRN0470,EMP106,클라우드 컴퓨팅,Technical,24,2019-03-15,2019-03-27,수료,85.6
TRN0471,EMP106,프레젠테이션 스킬,Soft Skill,8,2020-05-12,2020-05-16,수료,80.3
TRN0472,EMP107,협업 스킬 향상,Soft Skill,8,2022-08-05,2022-08-09,수료,77.8
TRN0473,EMP107,클라우드 컴퓨팅,Technical,24,2023-08-04,2023-08-16,수료,78.6
TRN0474,EMP107,디자인 씽킹,Soft Skill,16,2021-02-20,2021-02-28,수료,78.5
TRN0475,EMP107,리더십 심화,Leadership,20,2021-10-22,2021-11-01,수료,74.8
TRN0476,EMP107,효과적인 커뮤니케이션,Soft Skill,8,2023-11-17,2023-11-21,수료,99.2
TRN0477,EMP107,애자일 방법론,Management,16,2024-08-11,2024-08-19,수료,74.8
TRN0478,EMP107,데이터 분석 실무,Technical,24,2021-07-13,2021-07-25,수료,79.5
TRN0479,EMP108,디자인 씽킹,Soft Skill,16,2023-02-12,2023-02-20,수료,91.2
TRN0480,EMP108,프로젝트 관리 실무,Management,20,2023-06-28,2023-07-08,미수료,74.4
TRN0481,EMP108,AI/ML 기초,Technical,32,2023-11-10,2023-11-26,수료,74.9
TRN0482,EMP109,SQL 데이터베이스,Technical,16,2024-09-28,2024-10-06,수료,93.1
TRN0483,EMP109,Python 기초,Technical,16,2024-10-25,2024-11-02,수료,74.7
TRN0484,EMP111,정보보안,Compliance,8,2022-09-27,2022-10-01,수료,94.0
TRN0485,EMP111,협업 스킬 향상,Soft Skill,8,2023-08-11,2023-08-15,수료,83.3
TRN0486,EMP111,애자일 방법론,Management,16,2023-05-22,2023-05-30,수료,84.4
TRN0487,EMP111,리더십 심화,Leadership,20,2019-10-01,2019-10-11,수료,86.5
TRN0488,EMP111,효과적인 커뮤니케이션,Soft Skill,8,2021-04-01,2021-04-05,수료,88.5
TRN0489,EMP111,AI/ML 실무,Technical,40,2020-10-04,2020-10-24,수료,72.8
TRN0490,EMP112,리더십 기본,Leadership,16,2018-06-05,2018-06-13,수료,93.0
TRN0491,EMP112,정보보안,Compliance,8,2018-02-17,2018-02-21,수료,86.2
TRN0492,EMP113,데이터 분석 실무,Technical,24,2019-08-01,2019-08-13,수료,85.3
TRN0493,EMP113,정보보안,Compliance,8,2016-08-24,2016-08-28,수료,80.8
TRN0494,EMP113,AI/ML 실무,Technical,40,2017-09-04,2017-09-24,수료,82.8
TRN0495,EMP113,SQL 데이터베이스,Technical,16,2020-05-07,2020-05-15,수료,78.5
TRN0496,EMP113,리더십 심화,Leadership,20,2019-12-17,2019-12-27,수료,83.4
TRN0497,EMP114,데이터 분석 실무,Technical,24,2020-08-11,2020-08-23,수료,94.2
TRN0498,EMP114,리더십 기본,Leadership,16,2020-05-27,2020-06-04,수료,82.4
TRN0499,EMP114,디자인 씽킹,Soft Skill,16,2022-03-27,2022-04-04,수료,74.3
TRN0500,EMP114,AI/ML 기초,Technical,32,2019-01-19,2019-02-04,수료,96.0
TRN0501,EMP114,정보보안,Compliance,8,2019-05-30,2019-06-03,수료,98.8
TRN0502,EMP114,AI/ML 실무,Technical,40,2024-02-17,2024-03-08,수료,70.2
TRN0503,EMP115,프로젝트 관리 실무,Management,20,2018-08-02,2018-08-12,수료,95.0
TRN0504,EMP115,문제해결 기법,Soft Skill,12,2020-04-18,2020-04-24,수료,71.3
TRN0505,EMP115,프레젠테이션 스킬,Soft Skill,8,2020-06-08,2020-06-12,수료,79.1
TRN0506,EMP115,개인정보보호,Compliance,4,2023-04-28,2023-04-30,수료,76.7
TRN0507,EMP115,리더십 심화,Leadership,20,2017-01-29,2017-02-08,수료,79.0
TRN0508,EMP115,AI/ML 기초,Technical,32,2024-03-26,2024-04-11,수료,84.2
TRN0509,EMP115,애자일 방법론,Management,16,2024-05-20,2024-05-28,수료,78.6
TRN0510,EMP116,클라우드 컴퓨팅,Technical,24,2019-09-19,2019-10-01,수료,84.8
TRN0511,EMP116,리더십 심화,Leadership,20,2019-02-16,2019-02-26,수료,80.9
TRN0512,EMP116,Python 기초,Technical,16,2023-10-08,2023-10-16,수료,96.1
TRN0513,EMP117,클라우드 컴퓨팅,Technical,24,2021-11-30,2021-12-12,수료,74.9
TRN0514,EMP117,SQL 데이터베이스,Technical,16,2022-01-11,2022-01-19,수료,83.8
TRN0515,EMP117,AI/ML 기초,Technical,32,2023-10-23,2023-11-08,수료,74.9
TRN0516,EMP117,프로젝트 관리 실무,Management,20,2022-08-19,2022-08-29,수료,89.1
TRN0517,EMP117,개인정보보호,Compliance,4,2024-07-18,2024-07-20,수료,78.7
TRN0518,EMP117,애자일 방법론,Management,16,2023-05-09,2023-05-17,수료,72.3
TRN0519,EMP119,프레젠테이션 스킬,Soft Skill,8,2022-09-18,2022-09-22,수료,94.8
TRN0520,EMP119,SQL 데이터베이스,Technical,16,2022-06-22,2022-06-30,수료,90.9
TRN0521,EMP119,개인정보보호,Compliance,4,2023-02-28,2023-03-02,수료,87.4
TRN0522,EMP120,효과적인 커뮤니케이션,Soft Skill,8,2023-07-16,2023-07-20,수료,81.2
TRN0523,EMP120,Python 기초,Technical,16,2024-01-10,2024-01-18,수료,97.6
TRN0524,EMP121,SQL 데이터베이스,Technical,16,2023-12-28,2024-01-05,수료,75.7
TRN0525,EMP121,리더십 기본,Leadership,16,2024-02-23,2024-03-02,수료,94.9
TRN0526,EMP121,효과적인 커뮤니케이션,Soft Skill,8,2024-01-20,2024-01-24,수료,91.4
TRN0527,EMP123,SQL 데이터베이스,Technical,16,2024-03-11,2024-03-19,수료,73.5
TRN0528,EMP123,문제해결 기법,Soft Skill,12,2023-09-25,2023-10-01,수료,84.4
TRN0529,EMP124,AI/ML 기초,Technical,32,2022-12-17,2023-01-02,수료,99.1
TRN0530,EMP124,효과적인 커뮤니케이션,Soft Skill,8,2018-03-11,2018-03-15,수료,70.9
TRN0531,EMP124,디자인 씽킹,Soft Skill,16,2017-08-03,2017-08-11,수료,95.7
TRN0532,EMP124,클라우드 컴퓨팅,Technical,24,2017-11-09,2017-11-21,수료,79.2
TRN0533,EMP125,효과적인 커뮤니케이션,Soft Skill,8,2023-07-02,2023-07-06,수료,93.2
TRN0534,EMP125,데이터 분석 실무,Technical,24,2024-05-24,2024-06-05,수료,73.2
TRN0535,EMP125,문제해결 기법,Soft Skill,12,2024-08-16,2024-08-22,수료,84.1
TRN0536,EMP126,Python 심화,Technical,24,2022-11-11,2022-11-23,수료,93.5
TRN0537,EMP126,데이터 분석 실무,Technical,24,2024-07-09,2024-07-21,수료,97.0
TRN0538,EMP126,애자일 방법론,Management,16,2023-05-09,2023-05-17,수료,70.9
TRN0539,EMP126,협업 스킬 향상,Soft Skill,8,2023-03-30,2023-04-03,수료,98.3
TRN0540,EMP128,AI/ML 기초,Technical,32,2023-03-12,2023-03-28,수료,94.6
TRN0541,EMP128,프레젠테이션 스킬,Soft Skill,8,2024-04-11,2024-04-15,수료,76.5
TRN0542,EMP128,리더십 심화,Leadership,20,2021-01-26,2021-02-05,미수료,75.2
TRN0543,EMP128,프로젝트 관리 실무,Management,20,2024-03-23,2024-04-02,수료,99.2
TRN0544,EMP129,리더십 기본,Leadership,16,2023-05-10,2023-05-18,수료,87.7
TRN0545,EMP129,정보보안,Compliance,8,2022-12-17,2022-12-21,수료,73.2
TRN0546,EMP130,AI/ML 기초,Technical,32,2022-10-31,2022-11-16,수료,99.5
TRN0547,EMP130,AI/ML 실무,Technical,40,2022-01-13,2022-02-02,수료,85.6
TRN0548,EMP130,문제해결 기법,Soft Skill,12,2023-01-29,2023-02-04,수료,91.1
TRN0549,EMP130,SQL 데이터베이스,Technical,16,2023-04-02,2023-04-10,수료,72.5
TRN0550,EMP130,프로젝트 관리 실무,Management,20,2023-01-27,2023-02-06,수료,78.5
TRN0551,EMP130,디자인 씽킹,Soft Skill,16,2023-05-16,2023-05-24,수료,90.6
TRN0552,EMP131,디자인 씽킹,Soft Skill,16,2023-11-01,2023-11-09,수료,72.1
TRN0553,EMP131,리더십 심화,Leadership,20,2023-12-20,2023-12-30,수료,81.0
TRN0554,EMP131,문제해결 기법,Soft Skill,12,2022-09-02,2022-09-08,미수료,84.7
TRN0555,EMP131,효과적인 커뮤니케이션,Soft Skill,8,2022-12-05,2022-12-09,수료,85.7
TRN0556,EMP133,데이터 분석 실무,Technical,24,2017-04-17,2017-04-29,수료,96.8
TRN0557,EMP133,SQL 데이터베이스,Technical,16,2018-01-17,2018-01-25,수료,99.3
TRN0558,EMP133,효과적인 커뮤니케이션,Soft Skill,8,2019-12-14,2019-12-18,수료,95.3
TRN0559,EMP133,리더십 기본,Leadership,16,2020-09-07,2020-09-15,수료,95.1
TRN0560,EMP133,디자인 씽킹,Soft Skill,16,2024-04-14,2024-04-22,수료,92.9
TRN0561,EMP133,AI/ML 기초,Technical,32,2024-09-28,2024-10-14,수료,78.2
TRN0562,EMP133,애자일 방법론,Management,16,2023-05-17,2023-05-25,수료,80.7
TRN0563,EMP135,AI/ML 실무,Technical,40,2024-02-24,2024-03-15,수료,93.0
TRN0564,EMP135,클라우드 컴퓨팅,Technical,24,2023-08-02,2023-08-14,수료,84.7
TRN0565,EMP137,효과적인 커뮤니케이션,Soft Skill,8,2024-03-03,2024-03-07,수료,75.4
TRN0566,EMP137,Python 기초,Technical,16,2023-05-07,2023-05-15,수료,74.6
TRN0567,EMP137,SQL 데이터베이스,Technical,16,2023-07-17,2023-07-25,수료,92.8
TRN0568,EMP137,AI/ML 기초,Technical,32,2023-12-24,2024-01-09,수료,93.0
TRN0569,EMP137,정보보안,Compliance,8,2021-10-16,2021-10-20,수료,89.9
TRN0570,EMP137,Python 심화,Technical,24,2022-01-24,2022-02-05,수료,86.3
TRN0571,EMP137,리더십 심화,Leadership,20,2022-08-18,2022-08-28,수료,98.6
TRN0572,EMP138,문제해결 기법,Soft Skill,12,2022-03-11,2022-03-17,수료,95.6
TRN0573,EMP138,SQL 데이터베이스,Technical,16,2022-11-07,2022-11-15,수료,71.0
TRN0574,EMP139,애자일 방법론,Management,16,2023-03-23,2023-03-31,수료,81.7
TRN0575,EMP139,프레젠테이션 스킬,Soft Skill,8,2023-02-26,2023-03-02,수료,84.7
TRN0576,EMP139,클라우드 컴퓨팅,Technical,24,2024-05-26,2024-06-07,수료,87.2
TRN0577,EMP139,리더십 기본,Leadership,16,2024-03-07,2024-03-15,수료,74.7
